Gene1,Gene2,Confidence Score,Origin
AAEL003581,AAEL003851,0.327,yeast
AAEL005415,AAEL010884,0.327,yeast
AAEL000005,AAEL012407,0.327,yeast
AAEL006441,AAEL004563,0.327,yeast
AAEL007078,AAEL008135,0.327,yeast
AAEL011750,AAEL009510,0.327,yeast
AAEL000418,AAEL011960,0.327,yeast
AAEL000001,AAEL002895,0.327,yeast
AAEL003581,AAEL003818,0.327,yeast
AAEL001243,AAEL013365,0.327,yeast
AAEL008175,AAEL002688,0.327,yeast
AAEL002155,AAEL007845,0.327,yeast
AAEL014718,AAEL005931,0.327,yeast
AAEL014414,AAEL010677,0.327,yeast
AAEL006634,AAEL002160,0.327,yeast
AAEL003581,AAEL003862,0.327,yeast
AAEL009912,AAEL010827,0.327,yeast
AAEL000261,AAEL013362,0.327,yeast
AAEL010227,AAEL014051,0.327,yeast
AAEL003581,AAEL003826,0.327,yeast
AAEL004855,AAEL005801,0.327,yeast
AAEL007251,AAEL013368,0.327,yeast
AAEL000261,AAEL013361,0.327,yeast
AAEL003835,AAEL014702,0.327,yeast
AAEL008276,AAEL013361,0.327,yeast
AAEL007282,AAEL005903,0.327,yeast
AAEL008276,AAEL004929,0.327,yeast
AAEL015622,AAEL009691,0.327,yeast
AAEL012903,AAEL010821,0.327,yeast
AAEL013091,AAEL012407,0.327,yeast
AAEL003529,AAEL013361,0.327,yeast
AAEL000261,AAEL004925,0.327,yeast
AAEL012826,AAEL006731,0.327,yeast
AAEL001893,AAEL004925,0.327,yeast
AAEL003581,AAEL007005,0.327,yeast
AAEL003303,AAEL006925,0.327,yeast
AAEL004294,AAEL010588,0.327,yeast
AAEL001243,AAEL004929,0.327,yeast
AAEL003271,AAEL009905,0.326,fly
AAEL011704,AAEL012577,0.326,fly
AAEL007257,AAEL000569,0.326,fly
AAEL011704,AAEL014914,0.326,fly
AAEL014843,AAEL012577,0.326,fly
AAEL005176,AAEL015342,0.326,fly
AAEL014843,AAEL014914,0.326,fly
AAEL014958,AAEL014628,0.326,fly
AAEL003437,AAEL015337,0.326,worm
AAEL002647,AAEL006563,0.326,worm
AAEL010148,AAEL007731,0.326,worm
AAEL003079,AAEL013458,0.326,worm
AAEL003099,AAEL013458,0.326,worm
AAEL003102,AAEL013458,0.326,worm
AAEL010386,AAEL013458,0.326,worm
AAEL003657,AAEL004925,0.326,yeast
AAEL008848,AAEL010071,0.326,yeast
AAEL013980,AAEL011288,0.326,yeast
AAEL010485,AAEL010162,0.326,yeast
AAEL013313,AAEL013676,0.326,yeast
AAEL014856,AAEL014414,0.326,yeast
AAEL003835,AAEL015326,0.326,yeast
AAEL006665,AAEL000506,0.326,yeast
AAEL013076,AAEL005041,0.326,yeast
AAEL015347,AAEL012407,0.326,yeast
AAEL008930,AAEL012631,0.326,yeast
AAEL006665,AAEL003852,0.326,yeast
AAEL006665,AAEL003659,0.326,yeast
AAEL007864,AAEL013368,0.326,yeast
AAEL009725,AAEL013368,0.326,yeast
AAEL013313,AAEL014723,0.326,yeast
AAEL003835,AAEL002515,0.326,yeast
AAEL003835,AAEL014916,0.326,yeast
AAEL013400,AAEL000517,0.326,yeast
AAEL009798,AAEL004925,0.326,yeast
AAEL003863,AAEL012851,0.326,yeast
AAEL001893,AAEL013365,0.326,yeast
AAEL003673,AAEL004501,0.326,yeast
AAEL009084,AAEL010960,0.326,yeast
AAEL006401,AAEL002709,0.326,yeast
AAEL003689,AAEL004501,0.326,yeast
AAEL006665,AAEL003850,0.326,yeast
AAEL006665,AAEL003836,0.326,yeast
AAEL012897,AAEL011467,0.326,yeast
AAEL005610,AAEL012342,0.326,yeast
AAEL003664,AAEL012980,0.326,yeast
AAEL009084,AAEL010827,0.326,yeast
AAEL010805,AAEL012407,0.326,yeast
AAEL005610,AAEL002515,0.326,yeast
AAEL003734,AAEL012349,0.326,yeast
AAEL007323,AAEL007669,0.326,yeast
AAEL003835,AAEL012345,0.326,yeast
AAEL001165,AAEL008853,0.326,yeast
AAEL001893,AAEL004929,0.326,yeast
AAEL012579,AAEL003352,0.326,yeast
AAEL012097,AAEL008755,0.326,yeast
AAEL005610,AAEL015326,0.326,yeast
AAEL013400,AAEL013709,0.326,yeast
AAEL013400,AAEL003689,0.326,yeast
AAEL008175,AAEL002214,0.326,yeast
AAEL002810,AAEL009285,0.326,yeast
AAEL003581,AAEL001506,0.326,yeast
AAEL001243,AAEL012407,0.326,yeast
AAEL011650,AAEL012851,0.326,yeast
AAEL008500,AAEL008648,0.326,yeast
AAEL013400,AAEL000490,0.326,yeast
AAEL007323,AAEL001461,0.326,yeast
AAEL011999,AAEL004501,0.326,yeast
AAEL003814,AAEL004501,0.326,yeast
AAEL013103,AAEL013821,0.326,yeast
AAEL003734,AAEL012343,0.326,yeast
AAEL015449,AAEL010594,0.326,yeast
AAEL004170,AAEL012407,0.326,yeast
AAEL005610,AAEL002867,0.326,yeast
AAEL001484,AAEL006315,0.326,yeast
AAEL012897,AAEL012350,0.326,yeast
AAEL014554,AAEL004925,0.326,yeast
AAEL006665,AAEL000492,0.326,yeast
AAEL003846,AAEL004501,0.326,yeast
AAEL001742,AAEL008913,0.326,yeast
AAEL001742,AAEL014921,0.326,yeast
AAEL000261,AAEL004929,0.326,yeast
AAEL011527,AAEL000046,0.326,yeast
AAEL003303,AAEL011906,0.326,yeast
AAEL013400,AAEL003866,0.326,yeast
AAEL005610,AAEL014918,0.326,yeast
AAEL000299,AAEL012407,0.326,yeast
AAEL009241,AAEL007400,0.326,yeast
AAEL006694,AAEL012407,0.326,yeast
AAEL000517,AAEL004501,0.326,yeast
AAEL009798,AAEL013362,0.326,yeast
AAEL000513,AAEL004501,0.326,yeast
AAEL006665,AAEL003856,0.326,yeast
AAEL014904,AAEL010087,0.326,yeast
AAEL013400,AAEL003814,0.326,yeast
AAEL007568,AAEL012035,0.326,yeast
AAEL014869,AAEL011389,0.326,yeast
AAEL005610,AAEL012345,0.326,yeast
AAEL012283,AAEL006056,0.326,yeast
AAEL008930,AAEL011433,0.326,yeast
AAEL001742,AAEL007191,0.326,yeast
AAEL004445,AAEL007158,0.326,yeast
AAEL007282,AAEL008749,0.326,yeast
AAEL003838,AAEL004501,0.326,yeast
AAEL000980,AAEL013368,0.326,yeast
AAEL003734,AAEL014218,0.326,yeast
AAEL011887,AAEL012407,0.326,yeast
AAEL011055,AAEL014051,0.326,yeast
AAEL001742,AAEL001429,0.326,yeast
AAEL003734,AAEL014917,0.326,yeast
AAEL009275,AAEL005041,0.326,yeast
AAEL003345,AAEL005308,0.326,yeast
AAEL007257,AAEL013368,0.326,yeast
AAEL003863,AAEL010008,0.326,yeast
AAEL008500,AAEL002294,0.326,yeast
AAEL014498,AAEL010206,0.326,yeast
AAEL007738,AAEL008755,0.326,yeast
AAEL009400,AAEL008787,0.326,yeast
AAEL013400,AAEL003823,0.326,yeast
AAEL013400,AAEL000513,0.326,yeast
AAEL003833,AAEL010008,0.326,yeast
AAEL009308,AAEL012653,0.326,yeast
AAEL006665,AAEL003828,0.326,yeast
AAEL013709,AAEL004501,0.326,yeast
AAEL003823,AAEL004501,0.326,yeast
AAEL003657,AAEL013362,0.326,yeast
AAEL008187,AAEL001731,0.326,yeast
AAEL001893,AAEL013361,0.326,yeast
AAEL003866,AAEL004501,0.326,yeast
AAEL007484,AAEL009685,0.326,yeast
AAEL013400,AAEL003846,0.326,yeast
AAEL003669,AAEL004586,0.326,yeast
AAEL007244,AAEL002909,0.326,yeast
AAEL006665,AAEL000482,0.326,yeast
AAEL009073,AAEL009308,0.326,yeast
AAEL010991,AAEL009080,0.326,yeast
AAEL000490,AAEL004501,0.326,yeast
AAEL001742,AAEL007193,0.326,yeast
AAEL013400,AAEL003673,0.326,yeast
AAEL006665,AAEL012072,0.326,yeast
AAEL010246,AAEL005289,0.326,yeast
AAEL005307,AAEL010691,0.326,yeast
AAEL005610,AAEL014916,0.326,yeast
AAEL013400,AAEL011999,0.326,yeast
AAEL012284,AAEL011389,0.326,yeast
AAEL001893,AAEL013362,0.326,yeast
AAEL013400,AAEL003838,0.326,yeast
AAEL014904,AAEL001238,0.326,yeast
AAEL000501,AAEL004501,0.326,yeast
AAEL009798,AAEL013361,0.326,yeast
AAEL003539,AAEL008787,0.326,yeast
AAEL013400,AAEL000501,0.326,yeast
AAEL003657,AAEL013361,0.326,yeast
AAEL003833,AAEL012851,0.326,yeast
AAEL014856,AAEL013359,0.326,yeast
AAEL001526,AAEL013368,0.326,yeast
AAEL005744,AAEL001037,0.326,yeast
AAEL014498,AAEL013821,0.326,yeast
AAEL000261,AAEL013365,0.326,yeast
AAEL012489,AAEL003216,0.325,fly
AAEL001061,AAEL014715,0.325,fly
AAEL000770,AAEL010817,0.325,fly
AAEL014639,AAEL003787,0.325,fly
AAEL004142,AAEL010101,0.325,fly
AAEL007202,AAEL001516,0.325,fly
AAEL000345,AAEL012186,0.325,fly
AAEL013704,AAEL014520,0.325,fly
AAEL013644,AAEL003388,0.325,fly
AAEL010853,AAEL010853,0.325,fly
AAEL001187,AAEL004059,0.325,fly
AAEL012431,AAEL012524,0.325,fly
AAEL014325,AAEL013644,0.325,fly
AAEL007883,AAEL008528,0.325,fly
AAEL009910,AAEL009863,0.325,fly
AAEL014642,AAEL003787,0.325,fly
AAEL001061,AAEL009617,0.325,fly
AAEL001154,AAEL011934,0.325,worm
AAEL009701,AAEL003747,0.325,worm
AAEL008823,AAEL012585,0.325,worm
AAEL008823,AAEL013841,0.325,worm
AAEL007521,AAEL010610,0.325,yeast
AAEL014560,AAEL003852,0.325,yeast
AAEL011427,AAEL013362,0.325,yeast
AAEL001712,AAEL010404,0.325,yeast
AAEL000783,AAEL003352,0.325,yeast
AAEL014034,AAEL014491,0.325,yeast
AAEL014560,AAEL003659,0.325,yeast
AAEL007297,AAEL005455,0.325,yeast
AAEL011425,AAEL003718,0.325,yeast
AAEL003403,AAEL013362,0.325,yeast
AAEL003835,AAEL014920,0.325,yeast
AAEL014560,AAEL012072,0.325,yeast
AAEL007950,AAEL011425,0.325,yeast
AAEL011807,AAEL004925,0.325,yeast
AAEL007950,AAEL003823,0.325,yeast
AAEL007950,AAEL003673,0.325,yeast
AAEL011816,AAEL013361,0.325,yeast
AAEL009798,AAEL004929,0.325,yeast
AAEL008838,AAEL013362,0.325,yeast
AAEL007950,AAEL000513,0.325,yeast
AAEL011816,AAEL013362,0.325,yeast
AAEL014554,AAEL013365,0.325,yeast
AAEL010885,AAEL004818,0.325,yeast
AAEL001238,AAEL008706,0.325,yeast
AAEL007950,AAEL000501,0.325,yeast
AAEL003471,AAEL004925,0.325,yeast
AAEL007200,AAEL009308,0.325,yeast
AAEL005877,AAEL002703,0.325,yeast
AAEL000641,AAEL014325,0.325,yeast
AAEL003529,AAEL012407,0.325,yeast
AAEL014149,AAEL013362,0.325,yeast
AAEL014554,AAEL004929,0.325,yeast
AAEL006415,AAEL010500,0.325,yeast
AAEL001811,AAEL004925,0.325,yeast
AAEL001742,AAEL003970,0.325,yeast
AAEL013980,AAEL012359,0.325,yeast
AAEL007950,AAEL013709,0.325,yeast
AAEL014560,AAEL003856,0.325,yeast
AAEL008276,AAEL012407,0.325,yeast
AAEL000388,AAEL014002,0.325,yeast
AAEL011816,AAEL004925,0.325,yeast
AAEL007950,AAEL003814,0.325,yeast
AAEL001742,AAEL011958,0.325,yeast
AAEL007950,AAEL003846,0.325,yeast
AAEL013530,AAEL001872,0.325,yeast
AAEL007484,AAEL001931,0.325,yeast
AAEL001917,AAEL009285,0.325,yeast
AAEL003657,AAEL013365,0.325,yeast
AAEL003835,AAEL012341,0.325,yeast
AAEL003657,AAEL004929,0.325,yeast
AAEL003835,AAEL012344,0.325,yeast
AAEL007484,AAEL001942,0.325,yeast
AAEL001672,AAEL005825,0.325,yeast
AAEL011807,AAEL013361,0.325,yeast
AAEL005610,AAEL012341,0.325,yeast
AAEL014560,AAEL000492,0.325,yeast
AAEL002108,AAEL011832,0.325,yeast
AAEL000261,AAEL012407,0.325,yeast
AAEL014548,AAEL010404,0.325,yeast
AAEL014149,AAEL013361,0.325,yeast
AAEL003704,AAEL003099,0.325,yeast
AAEL010087,AAEL015673,0.325,yeast
AAEL006415,AAEL007948,0.325,yeast
AAEL014560,AAEL003828,0.325,yeast
AAEL010514,AAEL001206,0.325,yeast
AAEL015543,AAEL013361,0.325,yeast
AAEL001166,AAEL009618,0.325,yeast
AAEL012095,AAEL011574,0.325,yeast
AAEL007950,AAEL000517,0.325,yeast
AAEL007950,AAEL003838,0.325,yeast
AAEL007126,AAEL010821,0.325,yeast
AAEL006603,AAEL013368,0.325,yeast
AAEL008838,AAEL013361,0.325,yeast
AAEL015683,AAEL006117,0.325,yeast
AAEL003403,AAEL013361,0.325,yeast
AAEL000118,AAEL004134,0.325,yeast
AAEL013103,AAEL010206,0.325,yeast
AAEL001811,AAEL013361,0.325,yeast
AAEL006887,AAEL005041,0.325,yeast
AAEL011960,AAEL011052,0.325,yeast
AAEL007150,AAEL011832,0.325,yeast
AAEL011903,AAEL002909,0.325,yeast
AAEL015543,AAEL013362,0.325,yeast
AAEL008860,AAEL004925,0.325,yeast
AAEL008838,AAEL004925,0.325,yeast
AAEL014554,AAEL013361,0.325,yeast
AAEL014560,AAEL003836,0.325,yeast
AAEL000270,AAEL005455,0.325,yeast
AAEL014560,AAEL000482,0.325,yeast
AAEL006577,AAEL010318,0.325,yeast
AAEL002785,AAEL005567,0.325,yeast
AAEL007228,AAEL002848,0.325,yeast
AAEL005610,AAEL014920,0.325,yeast
AAEL003835,AAEL014918,0.325,yeast
AAEL007950,AAEL003866,0.325,yeast
AAEL002810,AAEL011960,0.325,yeast
AAEL003193,AAEL013533,0.325,yeast
AAEL003471,AAEL013361,0.325,yeast
AAEL007950,AAEL011999,0.325,yeast
AAEL011060,AAEL013368,0.325,yeast
AAEL006986,AAEL002909,0.325,yeast
AAEL004698,AAEL013334,0.325,yeast
AAEL003835,AAEL012342,0.325,yeast
AAEL003514,AAEL009579,0.325,yeast
AAEL009798,AAEL013365,0.325,yeast
AAEL014554,AAEL013362,0.325,yeast
AAEL015543,AAEL004925,0.325,yeast
AAEL015684,AAEL006117,0.325,yeast
AAEL010514,AAEL010691,0.325,yeast
AAEL011427,AAEL004925,0.325,yeast
AAEL005307,AAEL001206,0.325,yeast
AAEL011527,AAEL010594,0.325,yeast
AAEL005522,AAEL003695,0.325,yeast
AAEL000292,AAEL013368,0.325,yeast
AAEL014560,AAEL003850,0.325,yeast
AAEL008860,AAEL013361,0.325,yeast
AAEL007950,AAEL003689,0.325,yeast
AAEL011807,AAEL013362,0.325,yeast
AAEL014560,AAEL000506,0.325,yeast
AAEL002261,AAEL013533,0.325,yeast
AAEL012035,AAEL009951,0.325,yeast
AAEL011427,AAEL013361,0.325,yeast
AAEL003403,AAEL004925,0.325,yeast
AAEL003471,AAEL013362,0.325,yeast
AAEL015607,AAEL003352,0.325,yeast
AAEL003734,AAEL014919,0.325,yeast
AAEL001742,AAEL012340,0.325,yeast
AAEL000372,AAEL010037,0.325,yeast
AAEL000418,AAEL002832,0.325,yeast
AAEL014149,AAEL004925,0.325,yeast
AAEL008860,AAEL013362,0.325,yeast
AAEL005610,AAEL012344,0.325,yeast
AAEL001811,AAEL013362,0.325,yeast
AAEL007950,AAEL000490,0.325,yeast
AAEL011810,AAEL005307,0.324,fly
AAEL012576,AAEL012157,0.324,fly
AAEL013348,AAEL013469,0.324,fly
AAEL009212,AAEL010857,0.324,fly
AAEL006415,AAEL008000,0.324,fly
AAEL002184,AAEL004586,0.324,fly
AAEL011810,AAEL010514,0.324,fly
AAEL013359,AAEL013612,0.324,fly
AAEL000245,AAEL004004,0.324,fly
AAEL000594,AAEL012459,0.324,fly
AAEL005752,AAEL006578,0.324,fly
AAEL009933,AAEL011629,0.324,fly
AAEL003204,AAEL008000,0.324,fly
AAEL010667,AAEL013469,0.324,fly
AAEL001852,AAEL008000,0.324,fly
AAEL015438,AAEL008108,0.324,fly
AAEL000873,AAEL010821,0.324,worm
AAEL008186,AAEL009795,0.324,worm
AAEL008053,AAEL010821,0.324,worm
AAEL008186,AAEL007148,0.324,worm
AAEL008018,AAEL015410,0.324,worm
AAEL008186,AAEL010661,0.324,worm
AAEL001165,AAEL004178,0.324,yeast
AAEL003484,AAEL002909,0.324,yeast
AAEL001160,AAEL013368,0.324,yeast
AAEL001893,AAEL012407,0.324,yeast
AAEL004997,AAEL001037,0.324,yeast
AAEL012897,AAEL012345,0.324,yeast
AAEL004419,AAEL012851,0.324,yeast
AAEL009273,AAEL005455,0.324,yeast
AAEL010048,AAEL009320,0.324,yeast
AAEL003704,AAEL010386,0.324,yeast
AAEL011427,AAEL013365,0.324,yeast
AAEL003673,AAEL011876,0.324,yeast
AAEL003403,AAEL013365,0.324,yeast
AAEL015464,AAEL009084,0.324,yeast
AAEL004042,AAEL001593,0.324,yeast
AAEL010691,AAEL012359,0.324,yeast
AAEL002863,AAEL013368,0.324,yeast
AAEL003471,AAEL013365,0.324,yeast
AAEL007702,AAEL010359,0.324,yeast
AAEL013530,AAEL011811,0.324,yeast
AAEL008621,AAEL002951,0.324,yeast
AAEL003814,AAEL011876,0.324,yeast
AAEL015543,AAEL004929,0.324,yeast
AAEL002399,AAEL009772,0.324,yeast
AAEL003514,AAEL004419,0.324,yeast
AAEL009497,AAEL003872,0.324,yeast
AAEL014843,AAEL009357,0.324,yeast
AAEL010884,AAEL004351,0.324,yeast
AAEL005877,AAEL009808,0.324,yeast
AAEL003838,AAEL011876,0.324,yeast
AAEL011999,AAEL011876,0.324,yeast
AAEL003734,AAEL012199,0.324,yeast
AAEL014133,AAEL001731,0.324,yeast
AAEL002418,AAEL009646,0.324,yeast
AAEL008418,AAEL006040,0.324,yeast
AAEL005567,AAEL004063,0.324,yeast
AAEL003471,AAEL004929,0.324,yeast
AAEL000005,AAEL013368,0.324,yeast
AAEL015347,AAEL013368,0.324,yeast
AAEL011704,AAEL009357,0.324,yeast
AAEL008324,AAEL013368,0.324,yeast
AAEL011427,AAEL004929,0.324,yeast
AAEL011693,AAEL009839,0.324,yeast
AAEL012897,AAEL015326,0.324,yeast
AAEL015543,AAEL013365,0.324,yeast
AAEL012731,AAEL010071,0.324,yeast
AAEL009241,AAEL005637,0.324,yeast
AAEL013275,AAEL011567,0.324,yeast
AAEL008848,AAEL010143,0.324,yeast
AAEL008838,AAEL013365,0.324,yeast
AAEL003704,AAEL003102,0.324,yeast
AAEL011827,AAEL011255,0.324,yeast
AAEL000490,AAEL011876,0.324,yeast
AAEL007135,AAEL010821,0.324,yeast
AAEL008942,AAEL000081,0.324,yeast
AAEL005567,AAEL009618,0.324,yeast
AAEL002108,AAEL010087,0.324,yeast
AAEL001673,AAEL010762,0.324,yeast
AAEL001872,AAEL001742,0.324,yeast
AAEL013709,AAEL011876,0.324,yeast
AAEL013400,AAEL012147,0.324,yeast
AAEL011807,AAEL004929,0.324,yeast
AAEL003657,AAEL012407,0.324,yeast
AAEL014127,AAEL009169,0.324,yeast
AAEL007138,AAEL010821,0.324,yeast
AAEL000034,AAEL008865,0.324,yeast
AAEL007609,AAEL001266,0.324,yeast
AAEL009798,AAEL012407,0.324,yeast
AAEL011816,AAEL013365,0.324,yeast
AAEL011805,AAEL002909,0.324,yeast
AAEL011708,AAEL009357,0.324,yeast
AAEL001636,AAEL002160,0.324,yeast
AAEL013767,AAEL009172,0.324,yeast
AAEL003846,AAEL011876,0.324,yeast
AAEL007326,AAEL001484,0.324,yeast
AAEL008860,AAEL004929,0.324,yeast
AAEL010762,AAEL010341,0.324,yeast
AAEL000708,AAEL011378,0.324,yeast
AAEL003669,AAEL011687,0.324,yeast
AAEL000501,AAEL011876,0.324,yeast
AAEL005830,AAEL000422,0.324,yeast
AAEL011816,AAEL004929,0.324,yeast
AAEL008468,AAEL010485,0.324,yeast
AAEL008838,AAEL004929,0.324,yeast
AAEL012082,AAEL009808,0.324,yeast
AAEL007909,AAEL001421,0.324,yeast
AAEL009859,AAEL011960,0.324,yeast
AAEL003833,AAEL003539,0.324,yeast
AAEL012897,AAEL014916,0.324,yeast
AAEL001811,AAEL013365,0.324,yeast
AAEL008848,AAEL005262,0.324,yeast
AAEL013048,AAEL002909,0.324,yeast
AAEL003823,AAEL011876,0.324,yeast
AAEL001811,AAEL004929,0.324,yeast
AAEL001238,AAEL011052,0.324,yeast
AAEL004475,AAEL009984,0.324,yeast
AAEL003863,AAEL003539,0.324,yeast
AAEL003689,AAEL011876,0.324,yeast
AAEL000513,AAEL011876,0.324,yeast
AAEL000517,AAEL011876,0.324,yeast
AAEL008860,AAEL013365,0.324,yeast
AAEL000473,AAEL010404,0.324,yeast
AAEL013091,AAEL013368,0.324,yeast
AAEL014149,AAEL013365,0.324,yeast
AAEL004818,AAEL007158,0.324,yeast
AAEL012094,AAEL005025,0.324,yeast
AAEL003669,AAEL010612,0.324,yeast
AAEL003866,AAEL011876,0.324,yeast
AAEL014149,AAEL004929,0.324,yeast
AAEL003293,AAEL003548,0.324,yeast
AAEL004855,AAEL010059,0.324,yeast
AAEL013044,AAEL002909,0.324,yeast
AAEL005356,AAEL009073,0.324,yeast
AAEL012198,AAEL009169,0.324,yeast
AAEL011807,AAEL013365,0.324,yeast
AAEL003403,AAEL004929,0.324,yeast
AAEL000299,AAEL013368,0.324,yeast
AAEL001363,AAEL010008,0.324,yeast
AAEL014444,AAEL008363,0.323,fly
AAEL008199,AAEL014305,0.323,fly
AAEL008363,AAEL012939,0.323,fly
AAEL002280,AAEL009784,0.323,fly
AAEL008938,AAEL007475,0.323,fly
AAEL006355,AAEL006707,0.323,fly
AAEL006055,AAEL007881,0.323,fly
AAEL015017,AAEL013694,0.323,fly
AAEL008788,AAEL014679,0.323,fly
AAEL001459,AAEL010388,0.323,fly
AAEL004865,AAEL006492,0.323,fly
AAEL011708,AAEL012577,0.323,fly
AAEL008363,AAEL013842,0.323,fly
AAEL004634,AAEL010068,0.323,fly
AAEL011708,AAEL014914,0.323,fly
AAEL002687,AAEL004484,0.323,worm
AAEL012760,AAEL004358,0.323,worm
AAEL005343,AAEL004868,0.323,worm
AAEL013064,AAEL005733,0.323,worm
AAEL007025,AAEL010603,0.323,worm
AAEL012843,AAEL005733,0.323,worm
AAEL000534,AAEL010821,0.323,worm
AAEL012631,AAEL014002,0.323,yeast
AAEL000708,AAEL008517,0.323,yeast
AAEL003734,AAEL011467,0.323,yeast
AAEL008341,AAEL013397,0.323,yeast
AAEL003669,AAEL004050,0.323,yeast
AAEL007662,AAEL004358,0.323,yeast
AAEL012897,AAEL002515,0.323,yeast
AAEL013181,AAEL013400,0.323,yeast
AAEL012897,AAEL014918,0.323,yeast
AAEL005637,AAEL001000,0.323,yeast
AAEL001526,AAEL002909,0.323,yeast
AAEL012514,AAEL001540,0.323,yeast
AAEL007282,AAEL001364,0.323,yeast
AAEL012042,AAEL010821,0.323,yeast
AAEL006694,AAEL013368,0.323,yeast
AAEL010483,AAEL013076,0.323,yeast
AAEL011816,AAEL012407,0.323,yeast
AAEL011564,AAEL012198,0.323,yeast
AAEL011564,AAEL014127,0.323,yeast
AAEL004445,AAEL014865,0.323,yeast
AAEL002748,AAEL002539,0.323,yeast
AAEL009273,AAEL000418,0.323,yeast
AAEL008621,AAEL000794,0.323,yeast
AAEL003039,AAEL006117,0.323,yeast
AAEL007274,AAEL001000,0.323,yeast
AAEL014506,AAEL005041,0.323,yeast
AAEL009725,AAEL002909,0.323,yeast
AAEL015684,AAEL012851,0.323,yeast
AAEL003403,AAEL012407,0.323,yeast
AAEL005610,AAEL000950,0.323,yeast
AAEL012810,AAEL002909,0.323,yeast
AAEL003729,AAEL005728,0.323,yeast
AAEL004438,AAEL009172,0.323,yeast
AAEL014554,AAEL012407,0.323,yeast
AAEL007263,AAEL010404,0.323,yeast
AAEL011255,AAEL004482,0.323,yeast
AAEL015645,AAEL003975,0.323,yeast
AAEL013236,AAEL002508,0.323,yeast
AAEL001206,AAEL014414,0.323,yeast
AAEL001574,AAEL012584,0.323,yeast
AAEL001206,AAEL002160,0.323,yeast
AAEL008860,AAEL012407,0.323,yeast
AAEL014149,AAEL012407,0.323,yeast
AAEL001243,AAEL013368,0.323,yeast
AAEL007150,AAEL013825,0.323,yeast
AAEL003293,AAEL008648,0.323,yeast
AAEL004170,AAEL013368,0.323,yeast
AAEL010805,AAEL013368,0.323,yeast
AAEL011427,AAEL012407,0.323,yeast
AAEL011378,AAEL011832,0.323,yeast
AAEL011807,AAEL012407,0.323,yeast
AAEL007564,AAEL002909,0.323,yeast
AAEL001169,AAEL014037,0.323,yeast
AAEL001206,AAEL013359,0.323,yeast
AAEL008341,AAEL004351,0.323,yeast
AAEL015543,AAEL012407,0.323,yeast
AAEL008838,AAEL012407,0.323,yeast
AAEL012897,AAEL012342,0.323,yeast
AAEL001811,AAEL012407,0.323,yeast
AAEL007251,AAEL002909,0.323,yeast
AAEL000980,AAEL002909,0.323,yeast
AAEL003471,AAEL012407,0.323,yeast
AAEL009241,AAEL006899,0.323,yeast
AAEL012331,AAEL010404,0.323,yeast
AAEL010143,AAEL007274,0.323,yeast
AAEL005567,AAEL012235,0.323,yeast
AAEL003529,AAEL013368,0.323,yeast
AAEL015683,AAEL012851,0.323,yeast
AAEL012579,AAEL010691,0.323,yeast
AAEL011887,AAEL013368,0.323,yeast
AAEL004860,AAEL000097,0.322,fly
AAEL002941,AAEL013771,0.322,fly
AAEL000635,AAEL009614,0.322,fly
AAEL003634,AAEL007602,0.322,fly
AAEL000709,AAEL004464,0.322,fly
AAEL009490,AAEL011591,0.322,fly
AAEL010853,AAEL012524,0.322,fly
AAEL009811,AAEL002415,0.322,fly
AAEL004843,AAEL004129,0.322,fly
AAEL008157,AAEL005038,0.322,fly
AAEL010066,AAEL004763,0.322,fly
AAEL003634,AAEL003060,0.322,fly
AAEL011447,AAEL009271,0.322,fly
AAEL014680,AAEL001426,0.322,worm
AAEL014414,AAEL012648,0.322,yeast
AAEL001655,AAEL007962,0.322,yeast
AAEL000261,AAEL013368,0.322,yeast
AAEL012897,AAEL009068,0.322,yeast
AAEL003555,AAEL012681,0.322,yeast
AAEL002401,AAEL004112,0.322,yeast
AAEL005263,AAEL011960,0.322,yeast
AAEL007257,AAEL002909,0.322,yeast
AAEL000950,AAEL004358,0.322,yeast
AAEL001893,AAEL013368,0.322,yeast
AAEL010897,AAEL010404,0.322,yeast
AAEL011518,AAEL002539,0.322,yeast
AAEL002785,AAEL010077,0.322,yeast
AAEL013069,AAEL005263,0.322,yeast
AAEL000388,AAEL006925,0.322,yeast
AAEL001073,AAEL001616,0.322,yeast
AAEL008276,AAEL013368,0.322,yeast
AAEL014127,AAEL007033,0.322,yeast
AAEL012897,AAEL014920,0.322,yeast
AAEL011750,AAEL012243,0.322,yeast
AAEL006895,AAEL010588,0.322,yeast
AAEL005165,AAEL005801,0.322,yeast
AAEL003193,AAEL009169,0.322,yeast
AAEL011750,AAEL008848,0.322,yeast
AAEL007950,AAEL009651,0.322,yeast
AAEL007864,AAEL002909,0.322,yeast
AAEL003228,AAEL010804,0.322,yeast
AAEL006262,AAEL013688,0.322,yeast
AAEL012082,AAEL011898,0.322,yeast
AAEL009080,AAEL009808,0.322,yeast
AAEL004855,AAEL013248,0.322,yeast
AAEL004493,AAEL002895,0.322,yeast
AAEL012897,AAEL012344,0.322,yeast
AAEL008175,AAEL007458,0.322,yeast
AAEL003303,AAEL006474,0.322,yeast
AAEL010991,AAEL004563,0.322,yeast
AAEL014921,AAEL004493,0.322,yeast
AAEL008468,AAEL004351,0.322,yeast
AAEL010248,AAEL011832,0.322,yeast
AAEL005046,AAEL004686,0.322,yeast
AAEL001102,AAEL010318,0.322,yeast
