Gene1,Gene2,Confidence Score,Origin
AAEL015455,AAEL011832,0.332,yeast
AAEL015393,AAEL004699,0.332,yeast
AAEL012260,AAEL004526,0.332,yeast
AAEL013400,AAEL004526,0.332,yeast
AAEL011805,AAEL004929,0.332,yeast
AAEL010748,AAEL002789,0.332,yeast
AAEL006986,AAEL013365,0.332,yeast
AAEL014718,AAEL000687,0.332,yeast
AAEL003818,AAEL001716,0.332,yeast
AAEL013528,AAEL010677,0.332,yeast
AAEL006415,AAEL003497,0.332,yeast
AAEL009068,AAEL008166,0.332,yeast
AAEL000494,AAEL001716,0.332,yeast
AAEL013539,AAEL004576,0.332,yeast
AAEL010485,AAEL014921,0.332,yeast
AAEL005610,AAEL014919,0.332,yeast
AAEL011805,AAEL013361,0.332,yeast
AAEL001942,AAEL010677,0.332,yeast
AAEL004364,AAEL015645,0.332,yeast
AAEL006085,AAEL002418,0.332,yeast
AAEL011116,AAEL013920,0.332,yeast
AAEL003926,AAEL001000,0.332,yeast
AAEL006063,AAEL006469,0.332,yeast
AAEL009460,AAEL010341,0.332,yeast
AAEL011903,AAEL013365,0.332,yeast
AAEL003835,AAEL012343,0.332,yeast
AAEL002399,AAEL001574,0.332,yeast
AAEL000950,AAEL004933,0.332,yeast
AAEL007005,AAEL001716,0.332,yeast
AAEL000497,AAEL001716,0.332,yeast
AAEL011805,AAEL013362,0.332,yeast
AAEL007251,AAEL013361,0.332,yeast
AAEL004410,AAEL014548,0.332,yeast
AAEL013048,AAEL013365,0.332,yeast
AAEL013048,AAEL004929,0.332,yeast
AAEL004351,AAEL010671,0.332,yeast
AAEL004519,AAEL007950,0.332,yeast
AAEL014583,AAEL000422,0.332,yeast
AAEL007282,AAEL008560,0.332,yeast
AAEL006986,AAEL004929,0.332,yeast
AAEL007251,AAEL013362,0.332,yeast
AAEL012094,AAEL009302,0.332,yeast
AAEL007244,AAEL012407,0.332,yeast
AAEL010827,AAEL013463,0.332,yeast
AAEL013044,AAEL004925,0.332,yeast
AAEL000707,AAEL012919,0.332,yeast
AAEL011903,AAEL004929,0.332,yeast
AAEL000832,AAEL011762,0.332,yeast
AAEL001931,AAEL010677,0.332,yeast
AAEL013044,AAEL013362,0.332,yeast
AAEL003826,AAEL001716,0.332,yeast
AAEL011425,AAEL009912,0.332,yeast
AAEL003862,AAEL001716,0.332,yeast
AAEL010317,AAEL011960,0.332,yeast
AAEL011905,AAEL015622,0.332,yeast
AAEL015464,AAEL010677,0.332,yeast
AAEL014610,AAEL005203,0.331,fly
AAEL014714,AAEL015467,0.331,fly
AAEL015434,AAEL009407,0.331,fly
AAEL013357,AAEL013539,0.331,fly
AAEL005706,AAEL006239,0.331,fly
AAEL002646,AAEL011912,0.331,fly
AAEL014610,AAEL000809,0.331,fly
AAEL007800,AAEL003326,0.331,fly
AAEL006883,AAEL009170,0.331,fly
AAEL001784,AAEL003326,0.331,fly
AAEL006725,AAEL003106,0.331,fly
AAEL002277,AAEL004176,0.331,worm
AAEL010783,AAEL007731,0.331,worm
AAEL014906,AAEL002524,0.331,worm
AAEL012825,AAEL006446,0.331,yeast
AAEL013189,AAEL014491,0.331,yeast
AAEL001526,AAEL013362,0.331,yeast
AAEL011650,AAEL009084,0.331,yeast
AAEL002037,AAEL007568,0.331,yeast
AAEL006441,AAEL014915,0.331,yeast
AAEL008467,AAEL002909,0.331,yeast
AAEL009772,AAEL005173,0.331,yeast
AAEL000501,AAEL009084,0.331,yeast
AAEL003814,AAEL009084,0.331,yeast
AAEL013230,AAEL006129,0.331,yeast
AAEL007564,AAEL013365,0.331,yeast
AAEL003734,AAEL008459,0.331,yeast
AAEL003823,AAEL009084,0.331,yeast
AAEL007049,AAEL004563,0.331,yeast
AAEL006986,AAEL012407,0.331,yeast
AAEL000980,AAEL013362,0.331,yeast
AAEL004445,AAEL011255,0.331,yeast
AAEL007950,AAEL000950,0.331,yeast
AAEL007662,AAEL005628,0.331,yeast
AAEL007864,AAEL004925,0.331,yeast
AAEL000513,AAEL009084,0.331,yeast
AAEL006262,AAEL012198,0.331,yeast
AAEL007282,AAEL014371,0.331,yeast
AAEL014127,AAEL011602,0.331,yeast
AAEL003673,AAEL009084,0.331,yeast
AAEL004075,AAEL001238,0.331,yeast
AAEL009320,AAEL011837,0.331,yeast
AAEL007135,AAEL004351,0.331,yeast
AAEL013044,AAEL004929,0.331,yeast
AAEL000980,AAEL004925,0.331,yeast
AAEL012094,AAEL006172,0.331,yeast
AAEL006307,AAEL001715,0.331,yeast
AAEL007257,AAEL004925,0.331,yeast
AAEL007564,AAEL013362,0.331,yeast
AAEL000394,AAEL008787,0.331,yeast
AAEL000517,AAEL009084,0.331,yeast
AAEL003591,AAEL010677,0.331,yeast
AAEL007251,AAEL013365,0.331,yeast
AAEL012810,AAEL004929,0.331,yeast
AAEL013044,AAEL013365,0.331,yeast
AAEL003664,AAEL012100,0.331,yeast
AAEL013069,AAEL011692,0.331,yeast
AAEL011693,AAEL011832,0.331,yeast
AAEL014958,AAEL003835,0.331,yeast
AAEL005799,AAEL012122,0.331,yeast
AAEL003689,AAEL009084,0.331,yeast
AAEL007609,AAEL004112,0.331,yeast
AAEL006262,AAEL014127,0.331,yeast
AAEL011999,AAEL009084,0.331,yeast
AAEL008848,AAEL001872,0.331,yeast
AAEL003866,AAEL009084,0.331,yeast
AAEL001742,AAEL002214,0.331,yeast
AAEL002675,AAEL006721,0.331,yeast
AAEL011441,AAEL004327,0.331,yeast
AAEL003484,AAEL012407,0.331,yeast
AAEL014042,AAEL006525,0.331,yeast
AAEL003835,AAEL014919,0.331,yeast
AAEL000292,AAEL004925,0.331,yeast
AAEL004059,AAEL002748,0.331,yeast
AAEL003846,AAEL009084,0.331,yeast
AAEL001526,AAEL013361,0.331,yeast
AAEL001526,AAEL004925,0.331,yeast
AAEL001139,AAEL012994,0.331,yeast
AAEL004855,AAEL010037,0.331,yeast
AAEL012802,AAEL013368,0.331,yeast
AAEL003669,AAEL001140,0.331,yeast
AAEL012198,AAEL011602,0.331,yeast
AAEL010640,AAEL011187,0.331,yeast
AAEL003838,AAEL009084,0.331,yeast
AAEL007564,AAEL013361,0.331,yeast
AAEL008213,AAEL009808,0.331,yeast
AAEL008459,AAEL004493,0.331,yeast
AAEL000490,AAEL009084,0.331,yeast
AAEL014042,AAEL014900,0.331,yeast
AAEL009725,AAEL013362,0.331,yeast
AAEL003809,AAEL010821,0.331,yeast
AAEL013069,AAEL006549,0.331,yeast
AAEL011958,AAEL007484,0.331,yeast
AAEL007564,AAEL004929,0.331,yeast
AAEL012810,AAEL013362,0.331,yeast
AAEL009725,AAEL004929,0.331,yeast
AAEL000708,AAEL007573,0.331,yeast
AAEL007282,AAEL001365,0.331,yeast
AAEL009725,AAEL013365,0.331,yeast
AAEL000980,AAEL013361,0.331,yeast
AAEL009738,AAEL008852,0.331,yeast
AAEL012810,AAEL013365,0.331,yeast
AAEL013709,AAEL009084,0.331,yeast
AAEL009725,AAEL013361,0.331,yeast
AAEL012810,AAEL013361,0.331,yeast
AAEL000703,AAEL010046,0.331,yeast
AAEL011903,AAEL012407,0.331,yeast
AAEL013054,AAEL013368,0.331,yeast
AAEL009080,AAEL010007,0.331,yeast
AAEL003820,AAEL004050,0.331,yeast
AAEL000001,AAEL007655,0.331,yeast
AAEL006721,AAEL010644,0.331,yeast
AAEL007282,AAEL003058,0.331,yeast
AAEL007950,AAEL002909,0.331,yeast
AAEL011564,AAEL014491,0.331,yeast
AAEL007251,AAEL004929,0.331,yeast
AAEL000331,AAEL003595,0.33,fly
AAEL008203,AAEL014305,0.33,fly
AAEL011466,AAEL002476,0.33,fly
AAEL001367,AAEL006800,0.33,fly
AAEL014418,AAEL007475,0.33,fly
AAEL002248,AAEL009689,0.33,fly
AAEL006647,AAEL005062,0.33,fly
AAEL001888,AAEL009731,0.33,fly
AAEL013333,AAEL013535,0.33,fly
AAEL010120,AAEL009689,0.33,fly
AAEL001240,AAEL013381,0.33,fly
AAEL008207,AAEL014305,0.33,fly
AAEL002638,AAEL000331,0.33,worm
AAEL006805,AAEL000331,0.33,worm
AAEL014906,AAEL011446,0.33,worm
AAEL008173,AAEL010661,0.33,worm
AAEL000386,AAEL010661,0.33,worm
AAEL008173,AAEL009795,0.33,worm
AAEL014611,AAEL000331,0.33,worm
AAEL002633,AAEL000331,0.33,worm
AAEL008173,AAEL007148,0.33,worm
AAEL014244,AAEL011478,0.33,worm/fly
AAEL003835,AAEL012199,0.33,yeast
AAEL001716,AAEL004134,0.33,yeast
AAEL007282,AAEL005375,0.33,yeast
AAEL007257,AAEL004929,0.33,yeast
AAEL011711,AAEL009497,0.33,yeast
AAEL010575,AAEL015455,0.33,yeast
AAEL011906,AAEL009460,0.33,yeast
AAEL002102,AAEL006549,0.33,yeast
AAEL006603,AAEL004925,0.33,yeast
AAEL007282,AAEL003091,0.33,yeast
AAEL009691,AAEL009497,0.33,yeast
AAEL006603,AAEL013361,0.33,yeast
AAEL003508,AAEL007669,0.33,yeast
AAEL010960,AAEL010677,0.33,yeast
AAEL004368,AAEL010351,0.33,yeast
AAEL007864,AAEL013365,0.33,yeast
AAEL007257,AAEL013362,0.33,yeast
AAEL013048,AAEL012407,0.33,yeast
AAEL004148,AAEL003877,0.33,yeast
AAEL007864,AAEL013362,0.33,yeast
AAEL004526,AAEL012147,0.33,yeast
AAEL013069,AAEL010617,0.33,yeast
AAEL015464,AAEL012851,0.33,yeast
AAEL000980,AAEL013365,0.33,yeast
AAEL001080,AAEL012147,0.33,yeast
AAEL010485,AAEL012340,0.33,yeast
AAEL013767,AAEL013134,0.33,yeast
AAEL004059,AAEL011518,0.33,yeast
AAEL007251,AAEL012407,0.33,yeast
AAEL014711,AAEL002551,0.33,yeast
AAEL014843,AAEL005793,0.33,yeast
AAEL014583,AAEL001238,0.33,yeast
AAEL001526,AAEL013365,0.33,yeast
AAEL002863,AAEL004925,0.33,yeast
AAEL010575,AAEL005932,0.33,yeast
AAEL002331,AAEL005037,0.33,yeast
AAEL000794,AAEL009275,0.33,yeast
AAEL010991,AAEL004855,0.33,yeast
AAEL011060,AAEL013361,0.33,yeast
AAEL000076,AAEL005932,0.33,yeast
AAEL000980,AAEL004929,0.33,yeast
AAEL012897,AAEL012349,0.33,yeast
AAEL010640,AAEL002879,0.33,yeast
AAEL010485,AAEL014262,0.33,yeast
AAEL000292,AAEL013361,0.33,yeast
AAEL014298,AAEL003872,0.33,yeast
AAEL009241,AAEL009273,0.33,yeast
AAEL001742,AAEL011389,0.33,yeast
AAEL007864,AAEL013361,0.33,yeast
AAEL001204,AAEL011960,0.33,yeast
AAEL009651,AAEL009497,0.33,yeast
AAEL001251,AAEL009042,0.33,yeast
AAEL008467,AAEL002261,0.33,yeast
AAEL000292,AAEL013362,0.33,yeast
AAEL007282,AAEL003079,0.33,yeast
AAEL001188,AAEL005229,0.33,yeast
AAEL014865,AAEL006040,0.33,yeast
AAEL011805,AAEL012407,0.33,yeast
AAEL013920,AAEL009348,0.33,yeast
AAEL007864,AAEL004929,0.33,yeast
AAEL009859,AAEL007158,0.33,yeast
AAEL000794,AAEL000404,0.33,yeast
AAEL010248,AAEL004526,0.33,yeast
AAEL003206,AAEL006315,0.33,yeast
AAEL009232,AAEL012951,0.33,yeast
AAEL003734,AAEL013939,0.33,yeast
AAEL015449,AAEL002877,0.33,yeast
AAEL007257,AAEL013361,0.33,yeast
AAEL000076,AAEL015455,0.33,yeast
AAEL006603,AAEL013362,0.33,yeast
AAEL013044,AAEL012407,0.33,yeast
AAEL012897,AAEL014917,0.33,yeast
AAEL004112,AAEL010671,0.33,yeast
AAEL011708,AAEL005793,0.33,yeast
AAEL006887,AAEL013998,0.33,yeast
AAEL007257,AAEL013365,0.33,yeast
AAEL008467,AAEL010691,0.33,yeast
AAEL009084,AAEL007908,0.33,yeast
AAEL004368,AAEL010356,0.33,yeast
AAEL012419,AAEL000473,0.33,yeast
AAEL011704,AAEL005793,0.33,yeast
AAEL011060,AAEL013362,0.33,yeast
AAEL011827,AAEL013463,0.33,yeast
AAEL003729,AAEL007909,0.33,yeast
AAEL009285,AAEL011811,0.33,yeast
AAEL012897,AAEL012343,0.33,yeast
AAEL000388,AAEL003661,0.33,yeast
AAEL009510,AAEL007958,0.33,yeast
AAEL001526,AAEL004929,0.33,yeast
AAEL000292,AAEL013365,0.33,yeast
AAEL010485,AAEL010251,0.33,yeast
AAEL012419,AAEL001712,0.33,yeast
AAEL004818,AAEL008862,0.33,yeast
AAEL005610,AAEL012199,0.33,yeast
AAEL012897,AAEL014218,0.33,yeast
AAEL003669,AAEL003968,0.33,yeast
AAEL001102,AAEL010691,0.33,yeast
AAEL003206,AAEL010077,0.33,yeast
AAEL000292,AAEL004929,0.33,yeast
AAEL006271,AAEL009951,0.33,yeast
AAEL001160,AAEL004925,0.33,yeast
AAEL011060,AAEL004925,0.33,yeast
AAEL005364,AAEL000708,0.33,yeast
AAEL003729,AAEL010030,0.33,yeast
AAEL000217,AAEL006399,0.329,fly
AAEL003203,AAEL005564,0.329,fly
AAEL010217,AAEL014501,0.329,fly
AAEL007083,AAEL001950,0.329,fly
AAEL000476,AAEL000476,0.329,fly
AAEL005496,AAEL006219,0.329,fly
AAEL004136,AAEL008688,0.329,fly
AAEL014305,AAEL004902,0.329,fly
AAEL014305,AAEL003431,0.329,fly
AAEL009892,AAEL006835,0.329,fly
AAEL004136,AAEL014195,0.329,fly
AAEL009892,AAEL013891,0.329,fly
AAEL005176,AAEL011363,0.329,fly
AAEL014305,AAEL007141,0.329,fly
AAEL000187,AAEL012209,0.329,fly
AAEL002321,AAEL005386,0.329,worm
AAEL007000,AAEL011688,0.329,worm
AAEL014615,AAEL000331,0.329,worm
AAEL006469,AAEL011832,0.329,yeast
AAEL001160,AAEL004929,0.329,yeast
AAEL011811,AAEL009160,0.329,yeast
AAEL014718,AAEL013980,0.329,yeast
AAEL002863,AAEL004929,0.329,yeast
AAEL009241,AAEL013950,0.329,yeast
AAEL008459,AAEL004288,0.329,yeast
AAEL006085,AAEL010318,0.329,yeast
AAEL006401,AAEL012919,0.329,yeast
AAEL001526,AAEL012407,0.329,yeast
AAEL014718,AAEL004358,0.329,yeast
AAEL005830,AAEL007573,0.329,yeast
AAEL010991,AAEL008083,0.329,yeast
AAEL003833,AAEL010677,0.329,yeast
AAEL003303,AAEL009618,0.329,yeast
AAEL011274,AAEL004988,0.329,yeast
AAEL011704,AAEL002542,0.329,yeast
AAEL001916,AAEL009928,0.329,yeast
AAEL005610,AAEL007484,0.329,yeast
AAEL004148,AAEL005262,0.329,yeast
AAEL015449,AAEL006532,0.329,yeast
AAEL008324,AAEL004925,0.329,yeast
AAEL006603,AAEL013365,0.329,yeast
AAEL011060,AAEL004929,0.329,yeast
AAEL005610,AAEL011467,0.329,yeast
AAEL012810,AAEL012407,0.329,yeast
AAEL007909,AAEL009273,0.329,yeast
AAEL000299,AAEL004925,0.329,yeast
AAEL000005,AAEL013362,0.329,yeast
AAEL015347,AAEL004925,0.329,yeast
AAEL003957,AAEL009772,0.329,yeast
AAEL011708,AAEL002542,0.329,yeast
AAEL013091,AAEL013362,0.329,yeast
AAEL014127,AAEL008468,0.329,yeast
AAEL010805,AAEL004925,0.329,yeast
AAEL008852,AAEL001037,0.329,yeast
AAEL007326,AAEL004698,0.329,yeast
AAEL012419,AAEL007263,0.329,yeast
AAEL002863,AAEL013365,0.329,yeast
AAEL014843,AAEL002542,0.329,yeast
AAEL001160,AAEL013361,0.329,yeast
AAEL003303,AAEL014002,0.329,yeast
AAEL002645,AAEL009357,0.329,yeast
AAEL007282,AAEL003076,0.329,yeast
AAEL012147,AAEL007655,0.329,yeast
AAEL014865,AAEL011052,0.329,yeast
AAEL006063,AAEL011960,0.329,yeast
AAEL015010,AAEL000388,0.329,yeast
AAEL001218,AAEL010046,0.329,yeast
AAEL007564,AAEL012407,0.329,yeast
AAEL012198,AAEL008468,0.329,yeast
AAEL011564,AAEL010691,0.329,yeast
AAEL008324,AAEL013361,0.329,yeast
AAEL002863,AAEL013362,0.329,yeast
AAEL009725,AAEL012407,0.329,yeast
AAEL008500,AAEL003293,0.329,yeast
AAEL006603,AAEL004929,0.329,yeast
AAEL013091,AAEL013361,0.329,yeast
AAEL011887,AAEL004925,0.329,yeast
AAEL004170,AAEL004925,0.329,yeast
AAEL007244,AAEL013368,0.329,yeast
AAEL013091,AAEL004925,0.329,yeast
AAEL000005,AAEL004925,0.329,yeast
AAEL002863,AAEL013361,0.329,yeast
AAEL008324,AAEL013362,0.329,yeast
AAEL001170,AAEL013700,0.329,yeast
AAEL003800,AAEL002510,0.329,yeast
AAEL000641,AAEL011425,0.329,yeast
AAEL013528,AAEL010404,0.329,yeast
AAEL010159,AAEL011574,0.329,yeast
AAEL000321,AAEL000388,0.329,yeast
AAEL003863,AAEL010677,0.329,yeast
AAEL011060,AAEL013365,0.329,yeast
AAEL005579,AAEL002418,0.329,yeast
AAEL003835,AAEL011467,0.329,yeast
AAEL010087,AAEL000422,0.329,yeast
AAEL003581,AAEL014051,0.329,yeast
AAEL004419,AAEL009579,0.329,yeast
AAEL001160,AAEL013362,0.329,yeast
AAEL013767,AAEL007692,0.329,yeast
AAEL002810,AAEL006577,0.329,yeast
AAEL006177,AAEL003863,0.329,yeast
AAEL005830,AAEL003367,0.329,yeast
AAEL008463,AAEL013334,0.329,yeast
AAEL003508,AAEL001461,0.329,yeast
AAEL001160,AAEL013365,0.329,yeast
AAEL010248,AAEL005041,0.329,yeast
AAEL002102,AAEL005263,0.329,yeast
AAEL012897,AAEL014919,0.329,yeast
AAEL007282,AAEL008751,0.329,yeast
AAEL000005,AAEL013361,0.329,yeast
AAEL005877,AAEL012035,0.329,yeast
AAEL000388,AAEL011811,0.329,yeast
AAEL005201,AAEL002867,0.329,yeast
AAEL006177,AAEL003833,0.329,yeast
AAEL010991,AAEL013694,0.329,yeast
AAEL001640,AAEL005825,0.329,yeast
AAEL001632,AAEL005825,0.329,yeast
AAEL000980,AAEL012407,0.329,yeast
AAEL006124,AAEL013089,0.328,fly
AAEL006728,AAEL001683,0.328,fly
AAEL007387,AAEL009171,0.328,fly
AAEL001371,AAEL005460,0.328,fly
AAEL004266,AAEL005460,0.328,fly
AAEL007383,AAEL007385,0.328,fly
AAEL009509,AAEL011657,0.328,fly
AAEL012431,AAEL010853,0.328,fly
AAEL012753,AAEL015296,0.328,fly
AAEL002876,AAEL014555,0.328,fly
AAEL004182,AAEL008336,0.328,fly
AAEL015017,AAEL005038,0.328,fly
AAEL015487,AAEL006476,0.328,fly
AAEL002331,AAEL008108,0.328,fly
AAEL011556,AAEL012279,0.328,fly
AAEL010315,AAEL007657,0.328,fly
AAEL012279,AAEL011388,0.328,fly
AAEL006476,AAEL006476,0.328,fly
AAEL004501,AAEL010178,0.328,fly
AAEL000622,AAEL001147,0.328,fly
AAEL011754,AAEL007889,0.328,fly
AAEL006728,AAEL001677,0.328,fly
AAEL015487,AAEL015487,0.328,fly
AAEL000926,AAEL010821,0.328,worm
AAEL006041,AAEL000543,0.328,worm
AAEL014604,AAEL000331,0.328,worm
AAEL014931,AAEL007555,0.328,worm
AAEL003273,AAEL007555,0.328,worm
AAEL006814,AAEL000331,0.328,worm
AAEL008018,AAEL003103,0.328,worm
AAEL004445,AAEL015607,0.328,yeast
AAEL012419,AAEL012331,0.328,yeast
AAEL010805,AAEL004929,0.328,yeast
AAEL008324,AAEL013365,0.328,yeast
AAEL004170,AAEL013365,0.328,yeast
AAEL012897,AAEL012199,0.328,yeast
AAEL004823,AAEL010677,0.328,yeast
AAEL001243,AAEL013361,0.328,yeast
AAEL014548,AAEL010677,0.328,yeast
AAEL004170,AAEL004929,0.328,yeast
AAEL006603,AAEL012407,0.328,yeast
AAEL006789,AAEL003517,0.328,yeast
AAEL010805,AAEL013365,0.328,yeast
AAEL006986,AAEL013368,0.328,yeast
AAEL015182,AAEL007289,0.328,yeast
AAEL000299,AAEL013365,0.328,yeast
AAEL000299,AAEL004929,0.328,yeast
AAEL010698,AAEL005165,0.328,yeast
AAEL011679,AAEL013236,0.328,yeast
AAEL011876,AAEL007820,0.328,yeast
AAEL011887,AAEL013361,0.328,yeast
AAEL015347,AAEL004929,0.328,yeast
AAEL008276,AAEL004925,0.328,yeast
AAEL003514,AAEL006895,0.328,yeast
AAEL013091,AAEL004929,0.328,yeast
AAEL010805,AAEL013361,0.328,yeast
AAEL008848,AAEL004282,0.328,yeast
AAEL000005,AAEL013365,0.328,yeast
AAEL005289,AAEL003872,0.328,yeast
AAEL015441,AAEL009618,0.328,yeast
AAEL013539,AAEL003552,0.328,yeast
AAEL003529,AAEL004925,0.328,yeast
AAEL003484,AAEL013368,0.328,yeast
AAEL007257,AAEL012407,0.328,yeast
AAEL003555,AAEL004997,0.328,yeast
AAEL003564,AAEL011288,0.328,yeast
AAEL001243,AAEL004925,0.328,yeast
AAEL007864,AAEL012407,0.328,yeast
AAEL010059,AAEL013144,0.328,yeast
AAEL013091,AAEL013365,0.328,yeast
AAEL000005,AAEL004929,0.328,yeast
AAEL004512,AAEL004438,0.328,yeast
AAEL004364,AAEL004050,0.328,yeast
AAEL011887,AAEL013365,0.328,yeast
AAEL013048,AAEL013368,0.328,yeast
AAEL000299,AAEL013362,0.328,yeast
AAEL012629,AAEL007669,0.328,yeast
AAEL004855,AAEL008418,0.328,yeast
AAEL002068,AAEL001655,0.328,yeast
AAEL006694,AAEL004925,0.328,yeast
AAEL010805,AAEL013362,0.328,yeast
AAEL000292,AAEL012407,0.328,yeast
AAEL004445,AAEL000783,0.328,yeast
AAEL005799,AAEL011602,0.328,yeast
AAEL007282,AAEL008568,0.328,yeast
AAEL004050,AAEL005830,0.328,yeast
AAEL006158,AAEL003820,0.328,yeast
AAEL003820,AAEL007949,0.328,yeast
AAEL010387,AAEL006446,0.328,yeast
AAEL008468,AAEL004282,0.328,yeast
AAEL015347,AAEL013362,0.328,yeast
AAEL005744,AAEL006887,0.328,yeast
AAEL005201,AAEL002160,0.328,yeast
AAEL013076,AAEL011081,0.328,yeast
AAEL006694,AAEL013362,0.328,yeast
AAEL001667,AAEL005825,0.328,yeast
AAEL011903,AAEL013368,0.328,yeast
AAEL004170,AAEL013362,0.328,yeast
AAEL003835,AAEL012350,0.328,yeast
AAEL015347,AAEL013361,0.328,yeast
AAEL008324,AAEL004929,0.328,yeast
AAEL005610,AAEL012350,0.328,yeast
AAEL013054,AAEL002909,0.328,yeast
AAEL001243,AAEL013362,0.328,yeast
AAEL000299,AAEL013361,0.328,yeast
AAEL012830,AAEL006937,0.328,yeast
AAEL006694,AAEL013361,0.328,yeast
AAEL001917,AAEL001037,0.328,yeast
AAEL004170,AAEL013361,0.328,yeast
AAEL005637,AAEL007400,0.328,yeast
AAEL005289,AAEL006577,0.328,yeast
AAEL001715,AAEL010077,0.328,yeast
AAEL009241,AAEL004368,0.328,yeast
AAEL002772,AAEL003669,0.328,yeast
AAEL015347,AAEL013365,0.328,yeast
AAEL000955,AAEL014491,0.328,yeast
AAEL011887,AAEL004929,0.328,yeast
AAEL008166,AAEL011017,0.328,yeast
AAEL011887,AAEL013362,0.328,yeast
AAEL011411,AAEL010821,0.328,yeast
AAEL011060,AAEL012407,0.328,yeast
AAEL004445,AAEL004338,0.328,yeast
AAEL014506,AAEL011960,0.328,yeast
AAEL009241,AAEL001607,0.328,yeast
AAEL006469,AAEL008443,0.328,yeast
AAEL006135,AAEL003687,0.328,yeast
AAEL006135,AAEL003706,0.328,yeast
AAEL008338,AAEL013236,0.328,yeast
AAEL009273,AAEL009691,0.328,yeast
AAEL003823,AAEL008171,0.327,fly
AAEL012058,AAEL005825,0.327,fly
AAEL001945,AAEL012280,0.327,fly
AAEL000501,AAEL008171,0.327,fly
AAEL003602,AAEL004446,0.327,fly
AAEL002678,AAEL007858,0.327,fly
AAEL000217,AAEL009924,0.327,fly
AAEL000362,AAEL007943,0.327,fly
AAEL013621,AAEL014130,0.327,fly
AAEL010315,AAEL014222,0.327,fly
AAEL002240,AAEL011220,0.327,fly
AAEL000490,AAEL008171,0.327,fly
AAEL003689,AAEL008171,0.327,fly
AAEL013709,AAEL008171,0.327,fly
AAEL001809,AAEL011527,0.327,fly
AAEL004841,AAEL015467,0.327,fly
AAEL003071,AAEL004467,0.327,fly
AAEL001573,AAEL000755,0.327,fly
AAEL003786,AAEL002415,0.327,fly
AAEL002178,AAEL004307,0.327,fly
AAEL007726,AAEL003437,0.327,fly
AAEL003814,AAEL008171,0.327,fly
AAEL003838,AAEL008171,0.327,fly
AAEL011999,AAEL008171,0.327,fly
AAEL003332,AAEL000899,0.327,fly
AAEL002097,AAEL000053,0.327,fly
AAEL009807,AAEL002036,0.327,fly
AAEL003866,AAEL008171,0.327,fly
AAEL003673,AAEL008171,0.327,fly
AAEL003846,AAEL008171,0.327,fly
AAEL008379,AAEL006441,0.327,fly
AAEL000513,AAEL008171,0.327,fly
AAEL001061,AAEL000341,0.327,fly
AAEL000517,AAEL008171,0.327,fly
AAEL002014,AAEL005931,0.327,fly
AAEL007251,AAEL000569,0.327,fly
AAEL015065,AAEL013116,0.327,fly
AAEL004185,AAEL014503,0.327,worm
AAEL008164,AAEL014033,0.327,worm
AAEL009701,AAEL012422,0.327,worm
AAEL009701,AAEL012297,0.327,worm
AAEL009764,AAEL013451,0.327,worm
AAEL011172,AAEL014503,0.327,worm
AAEL003581,AAEL000497,0.327,yeast
AAEL001756,AAEL006080,0.327,yeast
AAEL008324,AAEL012407,0.327,yeast
AAEL013044,AAEL013368,0.327,yeast
AAEL007067,AAEL009320,0.327,yeast
AAEL003581,AAEL000525,0.327,yeast
AAEL000703,AAEL003193,0.327,yeast
AAEL000440,AAEL006664,0.327,yeast
AAEL011805,AAEL013368,0.327,yeast
AAEL008648,AAEL010077,0.327,yeast
AAEL000440,AAEL011087,0.327,yeast
AAEL001616,AAEL010077,0.327,yeast
AAEL008276,AAEL013362,0.327,yeast
AAEL007282,AAEL005138,0.327,yeast
AAEL009084,AAEL003591,0.327,yeast
AAEL009887,AAEL009320,0.327,yeast
AAEL012810,AAEL013368,0.327,yeast
AAEL006634,AAEL001588,0.327,yeast
AAEL015438,AAEL005037,0.327,yeast
AAEL001742,AAEL007458,0.327,yeast
AAEL012802,AAEL002909,0.327,yeast
AAEL001140,AAEL009073,0.327,yeast
AAEL012629,AAEL001461,0.327,yeast
AAEL014101,AAEL010691,0.327,yeast
AAEL003581,AAEL000494,0.327,yeast
AAEL011827,AAEL007158,0.327,yeast
AAEL003529,AAEL013362,0.327,yeast
AAEL007564,AAEL013368,0.327,yeast
AAEL001037,AAEL013675,0.327,yeast
AAEL006694,AAEL013365,0.327,yeast
AAEL015449,AAEL000046,0.327,yeast
AAEL002863,AAEL012407,0.327,yeast
AAEL013359,AAEL010677,0.327,yeast
AAEL003529,AAEL013365,0.327,yeast
AAEL013980,AAEL015594,0.327,yeast
AAEL003581,AAEL000518,0.327,yeast
AAEL006694,AAEL004929,0.327,yeast
AAEL007650,AAEL009887,0.327,yeast
AAEL003409,AAEL000687,0.327,yeast
AAEL009914,AAEL009073,0.327,yeast
AAEL001160,AAEL012407,0.327,yeast
AAEL011750,AAEL000270,0.327,yeast
AAEL012419,AAEL010897,0.327,yeast
AAEL001333,AAEL008128,0.327,yeast
AAEL007150,AAEL003071,0.327,yeast
AAEL008276,AAEL013365,0.327,yeast
AAEL014904,AAEL007150,0.327,yeast
AAEL003514,AAEL002418,0.327,yeast
AAEL010143,AAEL006040,0.327,yeast
AAEL012980,AAEL012147,0.327,yeast
AAEL003529,AAEL004929,0.327,yeast
AAEL003820,AAEL001716,0.327,yeast
AAEL001607,AAEL007274,0.327,yeast
AAEL006721,AAEL012082,0.327,yeast
